rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_disc,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,rowupdate,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_metratio,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn
227,HD 109271,c,Radial Velocity,2,30.93,0.02,-0.02,0,0.196,0.003,-0.003,0,0.15,0.09,-0.09,0,,,,,0.076,0.007,-0.007,0,,,,,,,,,,,,,0,0,188.398148,-11.621868,56.92,2.89,-3.22,0,8.055,0.013,0,0,5783,62,-62,0,0,1.047,0.024,-0.024,0,0,,,,,,HD 109271,HIP 61300,HD 109271 c,0,1,0,0,0,0,2455733,8,-8,0,4,120,-120,0,4.9,0.4,-0.4,0,,,,,,,,,,,,,24.154,2.225,-2.225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,12,14,http://exoplanet.eu/catalog/hd_109271_c/,,1/15/13,12.55987651,295.976749,51.008738,192.306197,-7.349626,17.57,0.94,-0.94,0,0,-169,1.4,0,80.7,1.2,0,187.3,1.8,0,0,-4.9,0,0,0,0,4.5,G5 V,,0,0,4.28,0.1,-0.1,0,0,0.301,0.061,-0.071,0,0,,,,,0.1,0.05,-0.05,0,0,7.3,1.2,-1.2,0,[Fe/H],2.7,,,0,0,,,,,,,,,,,,,,1,0,1,0,0,3,0,,,,,8.714,0.018,0,0,,,,,,,,,6.855,0.025,0,0,6.555,0.026,0,0,6.495,0.026,0,0,6.496,0.077,0,0,6.411,0.024,0,0,6.5,0.016,0,0,6.451,0.065,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.659,0.022,0,0,,,,,,,,,0.3,0.036,0,0,0.06,0.037,0,0,0.36,0.036,0,0,0.415,0.001,0,0,0.21,0.002,0,0,0.369,0.001,0,0,11
228,HD 109749,b,Radial Velocity,1,5.24,0.002,-0.002,0,0.0635,,,0,0.01,0.01,-0.01,0,,,,,0.28,0.016,-0.016,0,,,,,,,,,,,,,0,0,189.318237,-40.812115,59.03,5.98,-7.5,0,8.208,0.012,0,0,,,,,,,,,,,,,,,,HD 109749,HIP 61595 A,HD 109749 b,0,1,0,0,0,0,2453013.55,0.14,-0.14,0,0,,,0,28.3,0.6,-0.6,0,,,,,,,,,,,,,88.989,5.085,-5.085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,3,0,7,17,http://exoplanet.eu/catalog/hd_109749_b/,http://exoplanets.org/detail/HD_109749_b,3/4/13,12.62121582,300.042221,21.980192,206.502473,-33.428878,16.94,1.91,-1.91,0,0,-158.3,1.3,0,-5.3,1.3,0,158.4,1.8,0,0,-13.7,0.2,-0.2,0,0,4.3,G3 V,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,,,,,,,,,,,,,,3,1,1,1,0,3,1,,,,,8.865,0.018,0,0,,,,,,,,,7.057,0.021,0,1,6.797,0.031,0,1,6.678,0.024,0,1,6.729,0.083,0,1,6.702,0.024,0,1,6.734,0.013,0,0,6.652,0.067,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.657,0.022,0,0,,,,,,,,,0.26,0.037,0,1,0.119,0.039,0,1,0.379,0.032,0,1,0.414,0.003,0,0,0.237,0.004,0,0,0.371,0.006,0,0,11
229,HD 110014,b,Radial Velocity,1,835.477,6.04,-6.04,0,2.14,0.03,-0.03,0,0.462,0.069,-0.069,0,,,,,11.09,1,-1,0,,,,,,,,,,,,,0,0,189.811523,-7.995564,97.66,7.73,-9.18,0,4.67,,0,0,,,,,,,,,,,,,,,,HD 110014,HIP 61740,HD 110014 b,0,1,0,0,0,0,2451796.907,5.1,-5.1,0,290.6,3.8,-3.8,0,158.2,14.4,-14.4,0,,,,,,,,,,,,,3524.59,317.82,-317.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,3,0,16,20,http://exoplanet.eu/catalog/hd_110014_b/,,3/4/13,12.65410156,297.697047,54.75222,192.154064,-3.468119,10.24,0.88,-0.88,0,0,-77.2,0.4,0,-24.3,0.4,0,80.9,0.6,0,0,,,,,,5.2,K2 III,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,0,7.25,,0,0,5.89,,0,0,5.275,,0,0,3.507,,0,0,2.674,0.308,0,0,2.172,0.25,0,0,2.011,0.312,0,0,-0.288,,-1,1,0.326,,-1,1,1.985,0.014,0,0,1.901,0.018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46E+00,6.50E-02,0,1,1.36E+00,1.09E-01,0,1,8.82E-01,,1,1,-9.16E-01,,1,1,22,1.36,,0,0,1.22,,0,0,1.148,,0,0,0.62,,0,0,0.502,0.397,0,0,0.161,0.4,0,0,0.663,0.438,0,0,,,,,,,,,,,,,9
230,HD 111232,b,Radial Velocity,1,1143,14,-14,0,1.97,,,0,0.2,0.01,-0.01,0,,,,,6.8,,,0,,,,,,,,,,,,,0,0,192.215637,-68.425148,28.88,0.65,-0.68,0,7.59,,0,0,5494,,,0,0,0.78,,,0,0,,,,,0,HD 111232,HIP 62534,HD 111232 b,0,1,0,0,0,0,2451230,20,-20,0,98,6,-6,0,159.3,2.3,-2.3,0,,,,,,,,,,,,,2161.15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,3,0,26,19,http://exoplanet.eu/catalog/hd_111232_b/,http://exoplanets.org/detail/HD_111232_b,2/22/13,12.81437581,302.694112,-5.554526,230.840527,-55.310876,34.63,0.8,-0.8,0,0,28.1,1.5,0,113.5,1.7,0,116.9,2.3,0,0,104.4,0,0,0,0,4.5,G5 V,,0,0,4.5,,,0,0,-0.161,,,0,0,,,,,-0.36,,,0,0,5.2,,,0,[Fe/H],1.2,,,0,0,0.166,,0,0,-4.98,,0,0,,,,,,3,0,1,2,0,3,0,,,,,8.291,,0,0,,,,,,,,,6.328,0.021,0,0,5.975,0.022,0,0,5.898,0.033,0,0,5.848,0.098,0,1,5.797,0.039,0,1,5.867,0.016,0,0,5.847,0.039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,0.701,,0,0,,,,,,,,,0.353,0.03,0,0,0.077,0.04,0,0,0.43,0.039,0,0,0.436,0.002,0,0,0.211,0.003,0,0,0.273,0.003,0,0,10
231,HD 113337,b,Radial Velocity,1,324,1.7,-3.3,0,0.92,0.09,-0.09,0,0.46,0.04,-0.04,0,,,,,2.83,0.24,-0.24,0,,,,,,,,,,,,,0,0,195.445526,63.610226,37.42,0.73,-0.76,0,6.008,0.009,0,0,6576.6,153.2,-149.7,,0,1.4,0.14,-0.14,0,0,1.5,0.15,-0.15,0,0,HD 113337,HIP 63584,HD 113337 b,0,1,0,0,0,0,2456074.5,2.3,-2.3,0,-140.8,3.6,-3.7,0,75.6,3.7,-3.6,0,,,,,,,,,,,,,899.42,76.28,-76.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,12,17,http://exoplanet.eu/catalog/hd_113337_b/,http://exoplanets.org/detail/HD_113337_b,10/15/13,13.02970174,121.000766,53.479308,149.962938,60.337844,26.72,0.53,-0.53,0,0,-171.8,1.3,0,26.1,1.4,0,173.8,1.9,0,0,-16,0.3,-0.3,0,0,3.6,F6 V,,0,0,4.21,0.08,-0.08,0,0,,,,,,,,,,0.07,,,0,0,0.15,0.1,-0.05,0,[Fe/H],6.3,1,-1,0,0,,,,,,,,,29.21,,0,0,,1,0,1,0,0,3,0,,,,,6.423,0.014,0,0,,,,,,,,,5.187,0.019,0,0,5.053,0.018,0,0,5.005,0.017,0,0,4.983,0.222,0,0,4.757,0.1,0,0,5.033,0.015,0,0,4.914,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79E+00,6.50E-02,0,1,3.49E+00,,1,1,1.18E+00,,1,1,-9.16E-01,,1,1,16,,,,,0.415,0.017,0,0,,,,,,,,,0.134,0.026,0,0,0.048,0.025,0,0,0.182,0.025,0,0,,,,,,,,,,,,,5
232,HD 113538,b,Radial Velocity,2,663.2,8.4,-7.4,0,1.24,0.04,-0.04,,0.14,0.08,-0.08,0,,,,,0.36,0.04,-0.04,0,,,,,,,,,,,,,0,0,196.239487,-52.442924,15.9,,,0,9.057,,0,0,4462,145,-145,0,0,0.585,0.05,-0.05,0,0,0.53,0.02,-0.02,0,0,HD 113538,HIP 63833,HD 113538 b,0,1,0,0,0,0,2455500,17,-17,0,74,37,-29,0,12.2,1.1,-1.1,0,,,,,,,,,,,,,114.41,12.71,-12.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0,23,21,http://exoplanet.eu/catalog/hd_113538_b/,,1/8/15,13.08263245,305.025704,10.373918,218.870997,-41.263619,63.03,1.36,-1.36,0,0,-785.7,0.87,0,-795.48,0.79,0,1118.08,1.18,0,0,39.2,0.6,-0.6,0,0,5.9,K9 V,,0,0,3.79,0.53,-0.53,0,0,,,,,0,,,,,-0.24,0.06,-0.06,0,0,4.3,4,-4,0,[Fe/H],2,,,1,0,,,,,,,,,,,,,,1,0,1,0,0,4,0,11.73,0.013,0,0,10.433,,0,0,8.22,0.005,0,0,7.41,0.008,0,0,6.438,0.021,0,0,5.835,0.042,0,0,5.637,0.024,0,0,5.6,0.139,0,0,5.519,0.049,0,0,5.58,0.015,0,0,5.523,0.034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1.29,0.013,0,0,1.376,,0,0,1.66,0.008,0,0,0.842,,0,0,0.603,0.047,0,0,0.198,0.048,0,0,0.801,0.032,0,0,0.79,0.003,0,0,0.774,0.005,0,0,0.047,0.006,0,0,16
233,HD 113538,c,Radial Velocity,2,1818,25,-22,0,2.44,0.07,-0.07,0,0.2,0.04,-0.04,0,,,,,0.93,0.06,-0.06,0,,,,,,,,,,,,,0,0,196.239487,-52.442924,15.9,,,0,9.057,,0,0,4462,145,-145,0,0,0.585,0.05,-0.05,0,0,0.53,0.02,-0.02,0,0,HD 113538,HIP 63833,HD 113538 c,0,1,0,0,0,0,2456741,31,-31,0,280,16,-16,0,22.6,0.8,-0.8,0,,,,,,,,,,,,,295.57,19.07,-19.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0,23,21,http://exoplanet.eu/catalog/hd_113538_c/,,1/8/15,13.08263245,305.025704,10.373918,218.870997,-41.263619,63.03,1.36,-1.36,0,0,-785.7,0.87,0,-795.48,0.79,0,1118.08,1.18,0,0,39.2,0.6,-0.6,0,0,5.9,K9 V,,0,0,3.79,0.53,-0.53,0,0,,,,,0,,,,,-0.24,0.06,-0.06,0,0,4.3,4,-4,0,[Fe/H],2,,,1,0,,,,,,,,,,,,,,1,0,1,0,0,4,0,11.73,0.013,0,0,10.433,,0,0,8.22,0.005,0,0,7.41,0.008,0,0,6.438,0.021,0,0,5.835,0.042,0,0,5.637,0.024,0,0,5.6,0.139,0,0,5.519,0.049,0,0,5.58,0.015,0,0,5.523,0.034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1.29,0.013,0,0,1.376,,0,0,1.66,0.008,0,0,0.842,,0,0,0.603,0.047,0,0,0.198,0.048,0,0,0.801,0.032,0,0,0.79,0.003,0,0,0.774,0.005,0,0,0.047,0.006,0,0,16
234,HD 114386,b,Radial Velocity,1,937.7,15.6,-15.6,0,1.65,,,0,0.23,0.03,-0.03,0,,,,,1.24,,,0,,,,,,,,,,,,,0,0,197.665924,-35.054783,28.04,1,-1.08,0,8.73,0,0,0,4804,,,0,0,0.68,,,0,0,,,,,0,HD 114386,HIP 64295,HD 114386 b,0,1,0,0,0,0,2450454,43,-43,0,273,14,-14,0,34.3,1.6,-1.6,0,,,,,,,,,,,,,394.09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,3,0,31,19,http://exoplanet.eu/catalog/hd_114386_b/,http://exoplanets.org/detail/HD_114386_b,3/4/13,13.17772827,307.373028,27.651165,210.332387,-25.350161,35.66,1.32,-1.32,0,0,-137,1.4,0,-324.9,1.5,0,352.6,2.1,0,0,34,,,0,0,5.3,K3 V,,0,0,4.36,,,0,0,-0.54,,,0,0,,,,,-0.08,,,0,0,,,,0,[Fe/H],1,,,0,0,,,,,,,,,,,,,,2,0,1,1,0,3,0,,,,,9.71,0,0,0,,,,,,,,,6.968,0.024,0,0,6.497,0.042,0,0,6.351,0.018,0,0,6.32,0.077,0,0,6.297,0.025,0,0,6.346,0.014,0,0,6.257,0.047,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0.98,0,0,0,,,,,,,,,0.471,0.048,0,0,0.146,0.046,0,0,0.617,0.03,0,0,,,,,,,,,,,,,6
235,HD 114613,b,Radial Velocity,1,3827,105,-105,0,5.16,0.13,-0.13,0,0.25,0.08,-0.08,0,,,,,0.48,0.04,-0.04,0,,,,,,,,,,,,,0,0,198.013275,-37.80302,20.48,0.33,-0.34,0,4.85,,0,0,5729,17,-17,0,0,1.364,,,0,0,,,,,,HD 114613,HIP 64408,HD 114613 b,0,1,0,0,0,0,2455550.3,,,0,244,5,-5,0,5.52,0.4,-0.4,0,,,,,,,,,,,,,152.55,12.71,-12.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,3,0,28,33,http://exoplanet.eu/catalog/hd_114613_b/,,1/27/14,13.20088501,307.41949,24.88908,211.915844,-27.721768,48.83,0.79,-0.79,0,0,-381.3,0.9,0,46.5,0.9,0,384.1,1.3,0,0,-11.2,,,0,0,4.4,G4 IV,,0,0,3.97,0.02,-0.02,0,0,,,,,,,,,,0.18,,,0,0,,,,,[Fe/H],2.7,0.9,-0.9,0,0,0.153,,0,0,-5.05,,0,0,28.36,,0,0,,1,0,1,0,0,4,3,5.86,,0,0,5.55,,0,0,4.465,,0,0,4.115,,0,0,3.692,0.252,0,0,3.346,0.206,0,0,3.303,0.256,0,0,3.25,0.481,0,1,3.014,0.358,0,1,3.24,0.01,0,0,3.207,0.021,0,0,,,,,,,,,,,,,,,,,3.23E+00,3.50E-02,0,0,2.88E+00,1.48E-01,0,0,,,,,2.81E+00,6.50E-02,0,0,2.81E+00,1.42E-01,0,0,1.18E+00,,1,0,-9.16E-01,,1,0,33,0.31,,0,0,0.7,,0,0,0.73,,0,0,0.38,,0,0,0.346,0.325,0,0,0.043,0.329,0,0,0.389,0.359,0,0,0.438,0.002,0,0,0.238,0.003,0,0,0.388,0.004,0,0,21
236,HD 114729,b,Radial Velocity,1,1114,15,-15,0,2.11,0.12,-0.12,0,0.167,0.055,-0.055,0,,,,,0.95,0.1,-0.1,0,,,,,,,,,,,,,0,0,198.184402,-31.873348,35,1.15,-1.23,0,,,,,,,,,,,,,,,,,,,,HD 114729,HIP 64459,HD 114729 b,0,1,0,0,0,0,2450520,67,-67,0,93,30,-30,0,18.8,1.3,-1.3,0,,,,,,,,,,,,,301.93,31.78,-31.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,3,0,29,26,http://exoplanet.eu/catalog/hd_114729_b/,http://exoplanets.org/detail/HD_114729_b,3/4/13,13.2122935,308.195212,30.780665,209.323619,-22.274922,28.57,0.97,-0.97,0,0,-200.4,1,0,-307,1,0,366.6,1.4,0,0,64.4,0.2,-0.2,0,0,4,G0 V,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.5,-0.5,0,0,0.147,0.019,0,0,-5.05,,0,0,,,,,,3,0,1,2,0,3,0,,,,,,,,,,,,,,,,,5.559,0.019,0,0,5.29,0.031,0,0,5.136,0.022,0,0,4.987,0.208,0,0,4.881,0.089,0,0,5.152,0.014,0,0,5.076,0.028,0,0,,,,,,,,,,,,,,,,,5.16E+00,3.50E-02,0,1,4.73E+00,3.56E-01,0,1,,,,,4.66E+00,8.70E-02,0,0,3.37E+00,,1,0,1.18E+00,,1,0,-1.25E+00,,1,0,20,,,,,0.592,0.018,0,0,,,,,,,,,0.269,0.036,0,0,0.154,0.038,0,0,0.423,0.029,0,0,0.393,0.003,0,0,0.155,0.004,0,0,0.348,0.005,0,0,11
237,HD 114762,b,Radial Velocity,1,83.888,0.0086,-0.0086,0,0.363,0.021,-0.021,0,0.3359,0.0091,-0.0091,0,,,,,11.68,0.96,-0.96,0,,,,,,,,,,,,,0,0,198.08226,17.517122,40.57,2.24,-2.52,0,7.301,0.013,0,0,,,,,,,,,,,,,,,,HD 114762,HIP 64426,HD 114762 b,0,1,0,0,0,0,2449788.23,0.29,-0.29,0,201.7,1.4,-1.4,0,,,,,,,,,,,,,,,,,3710,310,-310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,0,30,20,http://exoplanet.eu/catalog/hd_114762_b/,http://exoplanets.org/detail/HD_114762_b,1/22/15,13.20548401,330.65868,79.246772,189.508372,23.196841,24.65,1.44,-1.44,0,0,-582,0.9,0,-0.9,0.9,0,582,1.3,0,0,49.2,0.1,-0.1,0,0,3.8,F8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.5,-0.5,0,0,,,,,,,,,,,,,,3,0,1,2,0,3,0,,,,,7.818,0.018,0,0,,,,,,,,,6.145,0.025,0,0,5.888,0.017,0,0,5.813,0.024,0,0,5.886,0.11,0,0,5.724,0.048,0,0,5.841,0.015,0,0,5.79,0.041,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.517,0.022,0,0,,,,,,,,,0.257,0.03,0,0,0.075,0.029,0,0,0.332,0.035,0,0,0.365,0.003,0,0,0.129,0.004,0,0,0.305,0.005,0,0,11
238,HD 114783,b,Radial Velocity,1,493.7,1.8,-1.8,0,1.16,0.019,-0.019,0,0.144,0.032,-0.032,0,,,,,1.1,0.06,-0.06,0,,,,,,,,,,,,,0,0,198.182434,-2.26504,20.43,0.43,-0.45,0,7.55,0.01,0,0,,,,,,,,,,,,,,,,HD 114783,HIP 64457,HD 114783 b,0,1,0,0,0,0,2453806,14,-14,0,86,11,-11,0,31.9,0.9,-0.9,0,,,,,,,,,,,,,349.6,19.07,-19.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,3,0,35,26,http://exoplanet.eu/catalog/hd_114783_b/,http://exoplanets.org/detail/HD_114783_b,3/4/13,13.21216227,313.669265,60.162079,197.635526,5.035102,48.95,1.06,-1.06,0,0,-138.9,0.9,0,10.7,0.9,0,139.3,1.3,0,0,-12.8,0.2,-0.2,0,0,5.1,K1 V,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.5,-0.5,0,0,0.215,0.028,0,0,,,,,,,,,,4,0,1,3,0,4,1,,,,,8.47,0.01,0,0,,,,,,,,,6.025,0.019,0,0,5.623,0.047,0,0,5.475,0.017,0,0,5.459,0.157,0,0,5.348,0.05,0,0,5.5,0.016,0,0,5.468,0.04,0,0,,,,,,,,,,,,,,,,,5.51E+00,3.50E-02,0,0,5.28E+00,8.88E-01,0,0,,,,,,,,,,,,,,,,,,,,,18,,,,,0.92,0.01,0,0,,,,,,,,,0.402,0.051,0,0,0.148,0.05,0,0,0.55,0.025,0,0,,,,,,,,,,,,,6
239,HD 11506,b,Radial Velocity,2,1627.5,5.9,-5.9,0,2.708,0.007,-0.007,0,0.37,0.01,-0.01,0,,,,,4.21,0.07,-0.07,0,,,,,,,,,,,,,0,0,28.210558,-19.506975,51.7,1.6,-1.6,0,7.51,,0,0,6055,44,-44,0,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0,HD 11506,HIP 8770,HD 11506 b,0,1,0,0,0,0,2456637.2,7.6,-7.6,0,218.9,1.6,-1.6,0,78.4,1.2,-1.2,0,,,,,,,,,,,,,1338.01,22.25,-22.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,3,0,32,17,http://exoplanet.eu/catalog/hd_11506_b/,http://exoplanets.org/detail/HD_11506_b,3/4/13,1.88070386,187.757215,-73.994616,18.379473,-28.921349,,,,,0,22.8,1.1,0,-98.1,1.3,0,100.7,1.7,0,0,-8.1,1.1,-1.1,0,0,4,G0 V,,0,0,4.3,0.06,-0.06,0,0,0.328,0.031,-0.034,0,0,,,,,0.29,0.03,-0.03,0,0,2.4,0.6,-0.6,0,[Fe/H],5,0.5,-0.5,0,0,,,,,,,,,,,,,,2,0,1,1,0,3,3,,,,,8.12,,0,0,,,,,,,,,6.508,0.019,0,0,6.265,0.031,0,0,6.168,0.017,0,0,6.147,0.099,0,0,6.068,0.033,0,0,6.182,0.015,0,0,6.045,0.047,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0.61,,0,0,,,,,,,,,0.243,0.036,0,0,0.097,0.035,0,0,0.34,0.025,0,0,0.379,0.003,0,0,0.184,0.004,0,0,0.417,0.006,0,0,9
